num_target;      la; isd;  niter;     tex; tr_acc; te_acc;        L*;  ||g*||; Lk
         2;  0.0000;   3;    789;  2.3949;  100.0;   99.6;  4.74e-09; 3.48e-08;        0.25,    0.17328,    0.10442,   0.050102,   0.023613,   0.019787,   0.011211,   0.011186,   0.011133,    0.01108,   0.011027,   0.010974,   0.010921,   0.010868,   0.010815,   0.010762,   0.010709,   0.010656,   0.010603,    0.01055,   0.010497,   0.010444,   0.010391,   0.010338,   0.010285,   0.010232,   0.010205,   0.010178,   0.010152,   0.010125,   0.010099,   0.010072,   0.010046,   0.010019,  0.0099926,  0.0099661,  0.0099395,   0.009913,  0.0098864,  0.0098599,  0.0098466,  0.0098333,    0.00982,  0.0098068,  0.0097935,  0.0097802,   0.009767,  0.0097537,  0.0097404,  0.0097271,  0.0097139,  0.0097006,  0.0096873,   0.009674,  0.0096608,  0.0096475,  0.0096342,   0.009621,  0.0096077,  0.0095944,  0.0095811,  0.0095679,  0.0095546,  0.0095413,  0.0095281,  0.0095148,  0.0095015,  0.0094882,   0.009475,  0.0094617,  0.0094484,  0.0094351,  0.0094219,  0.0094086,  0.0093953,  0.0093821,  0.0093688,  0.0093555,  0.0093423,   0.009329,  0.0093157,  0.0093024,  0.0092892,  0.0092759,  0.0092626,  0.0092494,  0.0092361,  0.0092228,  0.0092095,  0.0091963,   0.009183,  0.0091697,  0.0091565,  0.0091432,  0.0091299,  0.0091167,  0.0091034,  0.0090901,  0.0090769,  0.0090636,  0.0090503,  0.0090371,  0.0090238,  0.0090105,  0.0089972,   0.008984,  0.0089707,  0.0089574,  0.0089442,  0.0089309,  0.0089176,  0.0089044,  0.0088911,  0.0088779,  0.0088646,  0.0088513,  0.0088381,  0.0088248,  0.0088115,  0.0087983,   0.008785,  0.0087717,  0.0087585,  0.0087452,  0.0087319,  0.0087187,  0.0087054,  0.0086922,  0.0086789,  0.0086656,  0.0086524,  0.0086391,  0.0086258,  0.0086126,  0.0085993,  0.0085861,  0.0085728,  0.0085595,  0.0085463,   0.008533,  0.0085198,  0.0085065,  0.0084932,    0.00848,  0.0084667,  0.0084535,  0.0084402,  0.0084269,  0.0084137,  0.0084004,  0.0083872,  0.0083739,  0.0083606,  0.0083474,  0.0083341,  0.0083209,  0.0083076,  0.0082944,  0.0082811,  0.0082679,  0.0082546,  0.0082413,  0.0082281,  0.0082148,  0.0082016,  0.0081883,  0.0081751,  0.0081618,  0.0081486,  0.0081353,  0.0081221,  0.0081088,  0.0080955,  0.0080823,   0.008069,  0.0080558,  0.0080425,  0.0080293,   0.008016,  0.0080028,  0.0079895,  0.0079763,   0.007963,  0.0079498,  0.0079365,  0.0079233,    0.00791,  0.0078968,  0.0078835,  0.0078703,   0.007857,  0.0078438,  0.0078305,  0.0078173,  0.0078041,  0.0077908,  0.0077776,  0.0077643,  0.0077511,  0.0077378,  0.0077246,  0.0077113,  0.0076981,  0.0076848,  0.0076716,  0.0076584,  0.0076451,  0.0076319,  0.0076186,  0.0076054,  0.0075921,  0.0075789,  0.0075657,  0.0075524,  0.0075392,  0.0075259,  0.0075127,  0.0074994,  0.0074862,   0.007473,  0.0074597,  0.0074465,  0.0074332,    0.00742,  0.0074068,  0.0073935,  0.0073803,   0.007367,  0.0073538,  0.0073406,  0.0073273,  0.0073141,  0.0073009,  0.0072876,  0.0072744,  0.0072611,  0.0072479,  0.0072347,  0.0072214,  0.0072082,  0.0071949,  0.0071817,  0.0071685,  0.0071552,   0.007142,  0.0071288,  0.0071155,  0.0071023,  0.0070891,  0.0070758,  0.0070626,  0.0070493,  0.0070361,  0.0070229,  0.0070096,  0.0069964,  0.0069832,  0.0069699,  0.0069567,  0.0069435,  0.0069302,   0.006917,  0.0069038,  0.0068905,  0.0068773,  0.0068641,  0.0068508,  0.0068376,  0.0068244,  0.0068111,  0.0067979,  0.0067847,  0.0067714,  0.0067582,   0.006745,  0.0067317,  0.0067185,  0.0067053,  0.0066921,  0.0066788,  0.0066656,  0.0066524,  0.0066392,  0.0066259,  0.0066127,  0.0065995,  0.0065863,  0.0065731,  0.0065598,  0.0065466,  0.0065334,  0.0065202,   0.006507,  0.0064938,  0.0064806,  0.0064674,  0.0064542,   0.006441,  0.0064278,  0.0064146,  0.0064014,  0.0063882,   0.006375,  0.0063618,  0.0063486,  0.0063354,  0.0063222,   0.006309,  0.0062958,  0.0062826,  0.0062694,  0.0062562,   0.006243,  0.0062298,  0.0062166,  0.0062034,  0.0061903,  0.0061771,  0.0061639,  0.0061507,  0.0061375,  0.0061243,  0.0061111,  0.0060979,  0.0060847,  0.0060714,  0.0060582,   0.006045,  0.0060318,  0.0060186,  0.0060054,  0.0059922,   0.005979,  0.0059658,  0.0059525,  0.0059393,  0.0059261,  0.0059129,  0.0058997,  0.0058864,  0.0058732,    0.00586,  0.0058468,  0.0058336,  0.0058203,  0.0058071,  0.0057939,  0.0057806,  0.0057674,  0.0057542,   0.005741,  0.0057277,  0.0057145,  0.0057013,   0.005688,  0.0056748,  0.0056616,  0.0056483,  0.0056351,  0.0056219,  0.0056086,  0.0055954,  0.0055822,  0.0055689,  0.0055557,  0.0055425,  0.0055292,   0.005516,  0.0055028,  0.0054895,  0.0054763,  0.0054631,  0.0054498,  0.0054366,  0.0054234,  0.0054101,  0.0053969,  0.0053837,  0.0053704,  0.0053572,   0.005344,  0.0053307,  0.0053175,  0.0053042,   0.005291,  0.0052778,  0.0052645,  0.0052513,  0.0052381,  0.0052248,  0.0052116,  0.0051984,  0.0051851,  0.0051719,  0.0051587,  0.0051454,  0.0051322,  0.0051189,  0.0051057,  0.0050925,  0.0050792,   0.005066,  0.0050528,  0.0050395,  0.0050263,  0.0050131,  0.0049998,  0.0049866,  0.0049733,  0.0049601,  0.0049469,  0.0049336,  0.0049204,  0.0049072,  0.0048939,  0.0048807,  0.0048674,  0.0048542,   0.004841,  0.0048277,  0.0048145,  0.0048013,   0.004788,  0.0047748,  0.0047616,  0.0047483,  0.0047351,  0.0047218,  0.0047086,  0.0046954,  0.0046821,  0.0046689,  0.0046557,  0.0046424,  0.0046292,   0.004616,  0.0046027,  0.0045895,  0.0045762,   0.004563,  0.0045498,  0.0045365,  0.0045233,  0.0045101,  0.0044968,  0.0044836,  0.0044704,  0.0044571,  0.0044439,  0.0044306,  0.0044174,  0.0044042,  0.0043909,  0.0043777,  0.0043645,  0.0043512,   0.004338,  0.0043248,  0.0043115,  0.0042983,   0.004285,  0.0042718,  0.0042586,  0.0042453,  0.0042321,  0.0042189,  0.0042056,  0.0041924,  0.0041792,  0.0041659,  0.0041527,  0.0041395,  0.0041262,   0.004113,  0.0040997,  0.0040865,  0.0040733,    0.00406,  0.0040468,  0.0040336,  0.0040203,  0.0040071,  0.0039939,  0.0039806,  0.0039674,  0.0039542,  0.0039409,  0.0039277,  0.0039144,  0.0039012,   0.003888,  0.0038747,  0.0038615,  0.0038483,   0.003835,  0.0038218,  0.0038086,  0.0037953,  0.0037821,  0.0037689,  0.0037556,  0.0037424,  0.0037292,  0.0037159,  0.0037027,  0.0036895,  0.0036762,   0.003663,  0.0036497,  0.0036365,  0.0036233,    0.00361,  0.0035968,  0.0035836,  0.0035703,  0.0035571,  0.0035439,  0.0035306,  0.0035174,  0.0035042,  0.0034909,  0.0034777,  0.0034645,  0.0034512,   0.003438,  0.0034248,  0.0034115,  0.0033983,  0.0033851,  0.0033718,  0.0033586,  0.0033453,  0.0033321,  0.0033189,  0.0033056,  0.0032924,  0.0032792,  0.0032659,  0.0032527,  0.0032395,  0.0032262,   0.003213,  0.0031998,  0.0031865,  0.0031733,  0.0031601,  0.0031468,  0.0031336,  0.0031203,  0.0031071,  0.0030939,  0.0030806,  0.0030674,  0.0030542,  0.0030409,  0.0030277,  0.0030145,  0.0030012,   0.002988,  0.0029748,  0.0029615,  0.0029483,   0.002935,  0.0029218,  0.0029086,  0.0028953,  0.0028821,  0.0028689,  0.0028556,  0.0028424,  0.0028292,  0.0028159,  0.0028027,  0.0027894,  0.0027762,   0.002763,  0.0027497,  0.0027365,  0.0027233,    0.00271,  0.0026968,  0.0026836,  0.0026703,  0.0026571,  0.0026438,  0.0026306,  0.0026174,  0.0026041,  0.0025909,  0.0025777,  0.0025644,  0.0025512,  0.0025379,  0.0025247,  0.0025115,  0.0024982,   0.002485,  0.0024718,  0.0024585,  0.0024453,  0.0024321,  0.0024188,  0.0024056,  0.0023923,  0.0023791,  0.0023659,  0.0023526,  0.0023394,  0.0023262,  0.0023129,  0.0022997,  0.0022864,  0.0022732,    0.00226,  0.0022467,  0.0022335,  0.0022203,   0.002207,  0.0021938,  0.0021806,  0.0021673,  0.0021541,  0.0021408,  0.0021276,  0.0021144,  0.0021011,  0.0020879,  0.0020747,  0.0020614,  0.0020482,   0.002035,  0.0020217,  0.0020085,  0.0019953,   0.001982,  0.0019688,  0.0019556,  0.0019423,  0.0019291,  0.0019159,  0.0019026,  0.0018894,  0.0018762,  0.0018629,  0.0018497,  0.0018365,  0.0018232,    0.00181,  0.0017968,  0.0017835,  0.0017703,  0.0017571,  0.0017439,  0.0017306,  0.0017174,  0.0017042,  0.0016909,  0.0016777,  0.0016645,  0.0016513,   0.001638,  0.0016248,  0.0016116,  0.0015983,  0.0015851,  0.0015719,  0.0015587,  0.0015454,  0.0015322,   0.001519,  0.0015058,  0.0014926,  0.0014793,  0.0014661,  0.0014529,  0.0014397,  0.0014264,  0.0014132,     0.0014,  0.0013868,  0.0013736,  0.0013603,  0.0013471,  0.0013339,  0.0013207,  0.0013075,  0.0012943,  0.0012811,  0.0012678,  0.0012546,  0.0012414,  0.0012282,   0.001215,  0.0012018,  0.0011886,  0.0011754,  0.0011622,  0.0011489,  0.0011357,  0.0011225,  0.0011093,  0.0010961,  0.0010829,  0.0010697,  0.0010565,  0.0010433,  0.0010301,  0.0010169,  0.0010037, 0.00099054, 0.00097735, 0.00096416, 0.00095097, 0.00093778, 0.00092459,  0.0009114, 0.00089821, 0.00088503, 0.00087185, 0.00085867, 0.00084549, 0.00083231, 0.00081913, 0.00080596, 0.00079278, 0.00077961, 0.00076644, 0.00075328, 0.00074011, 0.00072695, 0.00071379, 0.00070063, 0.00068748, 0.00067432, 0.00066117, 0.00064802, 0.00063488, 0.00062174,  0.0006086, 0.00059546, 0.00058233,  0.0005692, 0.00055608, 0.00054296, 0.00052984, 0.00051673, 0.00050362, 0.00049052, 0.00047742, 0.00046433, 0.00045124, 0.00043816, 0.00042509, 0.00041202, 0.00039896, 0.00038591, 0.00037287, 0.00035983, 0.00034681,  0.0003338, 0.00032079,  0.0003078, 0.00029483, 0.00028186, 0.00026892, 0.00025599, 0.00024308,  0.0002302, 0.00021733,  0.0002045,  0.0001917, 0.00017893, 0.00016621, 0.00015353, 0.00014091, 0.00012836, 0.00011589, 0.00010352, 9.1286e-05, 7.9216e-05, 6.7369e-05, 5.5834e-05,  4.475e-05, 3.4351e-05, 2.5003e-05, 1.6974e-05,  9.199e-06, 2.1968e-06, 4.7359e-09
         2;  0.0000;   7;   2250;  0.0493;   99.6;   99.6;  2.14e-03; 5.70e-03;   0.014215, 0.0088384, 0.0038038,   0.01064, 0.0041811, 0.0073346,  0.055036, 0.0034705, 0.0070357, 0.0093431, 0.0052677, 0.0040053, 0.0097737,  0.003747, 0.0052058, 0.0077404, 0.0052543, 0.0056146
         2;  0.0100;   1;    122;  0.2965;   98.4;   93.2;  4.53e-02; 7.17e-07;      0.25,  0.17371,  0.10611, 0.058108, 0.054949, 0.052159, 0.050565, 0.048604, 0.048062, 0.047606, 0.047188,  0.04661, 0.046344, 0.046055, 0.045913, 0.045782, 0.045687, 0.045591, 0.045531,  0.04548, 0.045409, 0.045385, 0.045345, 0.045326,  0.04531, 0.045301, 0.045294, 0.045287, 0.045281, 0.045275, 0.045271, 0.045268, 0.045264, 0.045263, 0.045261,  0.04526, 0.045259, 0.045258, 0.045258, 0.045257, 0.045256, 0.045256, 0.045255, 0.045255, 0.045255, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254
         2;  0.0100;   3;     51;  0.1797;   98.4;   93.2;  4.53e-02; 8.04e-07;      0.25,  0.17371,   0.1061, 0.057466, 0.050948, 0.050115, 0.049739, 0.049092, 0.048446, 0.047807, 0.047178,  0.04657, 0.046004, 0.045576, 0.045524, 0.045474, 0.045408, 0.045349, 0.045309,  0.04529, 0.045287, 0.045282, 0.045277, 0.045272, 0.045267, 0.045263, 0.045258, 0.045255, 0.045255, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254, 0.045254
         2;  0.0100;   7;   1625;  0.0460;   97.2;   98.8;  7.65e-02; 1.45e-01;   0.11943, 0.073615, 0.051546, 0.091549,  0.09248, 0.056531,  0.35434,  0.12685, 0.099706, 0.085837, 0.080058, 0.074133,  0.10526
         2;  0.1000;   1;     37;  0.1127;   97.2;   89.2;  1.19e-01; 8.10e-07;     0.25, 0.17763, 0.12436, 0.12102, 0.11934,  0.1192, 0.11913, 0.11908, 0.11903, 0.11901,   0.119,   0.119,   0.119, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899
         2;  0.1000;   3;     19;  0.0895;   97.2;   89.2;  1.19e-01; 6.23e-07;     0.25, 0.17763, 0.12433, 0.11967,  0.1194, 0.11914, 0.11901,   0.119, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899, 0.11899
         2;  0.1000;   7;   2750;  0.0477;   53.2;   88.0;  2.57e-01; 4.62e-01;  0.42687, 0.17592, 0.16685, 0.23282, 0.58863,  0.1601,  0.1967, 0.35738, 0.62734, 0.14655, 0.15601, 0.13458, 0.16475, 0.75945, 0.32719, 0.27534, 0.15517, 0.21871, 0.25228, 0.15529, 0.25271, 0.15025
         3;  0.0000;   1;    773;  1.6653;   99.6;   97.2;  4.00e-03; 9.86e-07;       0.25,   0.21798,   0.18605,   0.15486,   0.12513,    0.1057,  0.094785,  0.079429,  0.067987,   0.06312,  0.056647,  0.053972,  0.050576,  0.048119,  0.046033,  0.044118,  0.042303,  0.040734,  0.039063,  0.037878,  0.036087,  0.034873,  0.033655,  0.032568,  0.031539,  0.030568,  0.029668,  0.028783,  0.028008,  0.027157,  0.026538,  0.025604,  0.024954,    0.0243,  0.023695,  0.023116,  0.022562,  0.022036,  0.021527,  0.021047,  0.020577,  0.020138,  0.019703,    0.0193,  0.018893,  0.018527,  0.018138,  0.017817,  0.017423,  0.017096,  0.016648,  0.016319,  0.016026,  0.015741,  0.015467,  0.015204,  0.014945,  0.014701,  0.014458,  0.014231,  0.013999,  0.013791,  0.013565,  0.013378,  0.013147,  0.012984,  0.012724,  0.012523,   0.01224,   0.01189,  0.011699,  0.011544,  0.011346,  0.011204,  0.011065,  0.010931,    0.0108,  0.010673,  0.010548,  0.010428,  0.010309,  0.010195,  0.010081, 0.0099739, 0.0098649, 0.0097636,  0.009658, 0.0095641, 0.0094585, 0.0093752, 0.0092617, 0.0091777, 0.0090767, 0.0089897, 0.0089051, 0.0088226, 0.0087416, 0.0086629, 0.0085855, 0.0085103, 0.0084363, 0.0083644, 0.0082935, 0.0082247, 0.0081568, 0.0080909, 0.0080258, 0.0079627, 0.0079002, 0.0078397, 0.0077797, 0.0077217, 0.0076641, 0.0076083, 0.0075531, 0.0074994, 0.0074465, 0.0073945, 0.0073441, 0.0072934, 0.0072461,  0.007195, 0.0071527, 0.0070974, 0.0070549, 0.0070031, 0.0069585, 0.0069157, 0.0068733,  0.006832, 0.0067912, 0.0067513,  0.006712, 0.0066736, 0.0066357, 0.0065987, 0.0065621, 0.0065264,  0.006491, 0.0064566, 0.0064225, 0.0063892, 0.0063562, 0.0063241, 0.0062922, 0.0062611, 0.0062303, 0.0062003, 0.0061705, 0.0061415, 0.0061127, 0.0060845, 0.0060567, 0.0060294, 0.0060026,  0.005976, 0.0059502, 0.0059242, 0.0058997, 0.0058736, 0.0058511, 0.0058235, 0.0058037, 0.0057716, 0.0057455, 0.0057101, 0.0056624,   0.00564, 0.0056186, 0.0055864, 0.0055581, 0.0055369, 0.0055177, 0.0054984, 0.0054796,  0.005461, 0.0054428, 0.0054248,  0.005407, 0.0053896, 0.0053723, 0.0053554, 0.0053386, 0.0053222, 0.0053058, 0.0052899,  0.005274, 0.0052585, 0.0052431,  0.005228,  0.005213, 0.0051984, 0.0051838, 0.0051696, 0.0051553, 0.0051416, 0.0051275, 0.0051144, 0.0051004,  0.005088, 0.0050735, 0.0050619, 0.0050461, 0.0050336, 0.0050162, 0.0049967, 0.0049816, 0.0049715, 0.0049535, 0.0049294, 0.0049181,  0.004908, 0.0048963, 0.0048858, 0.0048704,  0.004858,  0.004848, 0.0048381, 0.0048284, 0.0048188, 0.0048093, 0.0047999, 0.0047907, 0.0047816, 0.0047725, 0.0047637, 0.0047549, 0.0047462, 0.0047376, 0.0047292, 0.0047209, 0.0047126, 0.0047045, 0.0046965, 0.0046885, 0.0046807,  0.004673, 0.0046654, 0.0046578, 0.0046504,  0.004643, 0.0046358, 0.0046286, 0.0046215, 0.0046145, 0.0046076, 0.0046008,  0.004594, 0.0045874, 0.0045807, 0.0045744, 0.0045677, 0.0045617, 0.0045548, 0.0045493, 0.0045416,  0.004536, 0.0045272, 0.0045163, 0.0045095, 0.0045042, 0.0044975, 0.0044917, 0.0044863, 0.0044809, 0.0044756, 0.0044703, 0.0044651,   0.00446, 0.0044549, 0.0044499, 0.0044449,   0.00444, 0.0044352, 0.0044304, 0.0044257,  0.004421, 0.0044164, 0.0044118, 0.0044073, 0.0044028, 0.0043984, 0.0043941, 0.0043898, 0.0043855, 0.0043813, 0.0043772, 0.0043731,  0.004369,  0.004365,  0.004361, 0.0043571, 0.0043532, 0.0043494, 0.0043456, 0.0043419, 0.0043382, 0.0043345, 0.0043309, 0.0043273, 0.0043238, 0.0043203, 0.0043169, 0.0043135, 0.0043101, 0.0043067, 0.0043035, 0.0043001,  0.004297, 0.0042937, 0.0042907, 0.0042872, 0.0042845, 0.0042805, 0.0042772, 0.0042728, 0.0042674, 0.0042639, 0.0042613,  0.004258, 0.0042552, 0.0042524, 0.0042497, 0.0042471, 0.0042444, 0.0042418, 0.0042392, 0.0042367, 0.0042342, 0.0042317, 0.0042292, 0.0042268, 0.0042243,  0.004222, 0.0042196, 0.0042173,  0.004215, 0.0042127, 0.0042104, 0.0042082,  0.004206, 0.0042038, 0.0042017, 0.0041995, 0.0041974, 0.0041953, 0.0041933, 0.0041912, 0.0041892, 0.0041872, 0.0041852, 0.0041833, 0.0041814, 0.0041795, 0.0041776, 0.0041757, 0.0041739,  0.004172, 0.0041702, 0.0041684, 0.0041667, 0.0041649, 0.0041632, 0.0041615, 0.0041598, 0.0041581, 0.0041565, 0.0041548, 0.0041532, 0.0041516, 0.0041501, 0.0041483, 0.0041469,  0.004145, 0.0041436, 0.0041414, 0.0041386, 0.0041369, 0.0041356, 0.0041339, 0.0041324, 0.0041311, 0.0041297, 0.0041283,  0.004127, 0.0041257, 0.0041244, 0.0041231, 0.0041218, 0.0041205, 0.0041193,  0.004118, 0.0041168, 0.0041156, 0.0041144, 0.0041132,  0.004112, 0.0041108, 0.0041097, 0.0041085, 0.0041074, 0.0041063, 0.0041052, 0.0041041,  0.004103,  0.004102, 0.0041009, 0.0040999, 0.0040988, 0.0040978, 0.0040968, 0.0040958, 0.0040948, 0.0040938, 0.0040929, 0.0040919, 0.0040909,   0.00409, 0.0040891, 0.0040882, 0.0040873, 0.0040864, 0.0040855, 0.0040846, 0.0040837, 0.0040828,  0.004082, 0.0040812, 0.0040803, 0.0040795, 0.0040787, 0.0040779, 0.0040771, 0.0040762, 0.0040755, 0.0040746, 0.0040739, 0.0040729,  0.004072, 0.0040709, 0.0040698, 0.0040688, 0.0040681, 0.0040669, 0.0040652, 0.0040645, 0.0040637,  0.004063, 0.0040623, 0.0040617, 0.0040611, 0.0040604, 0.0040598, 0.0040592, 0.0040586,  0.004058, 0.0040574, 0.0040568, 0.0040562, 0.0040557, 0.0040551, 0.0040545,  0.004054, 0.0040534, 0.0040529, 0.0040523, 0.0040518, 0.0040513, 0.0040507, 0.0040502, 0.0040497, 0.0040492, 0.0040487, 0.0040482, 0.0040477, 0.0040472, 0.0040467, 0.0040463, 0.0040458, 0.0040453, 0.0040449, 0.0040444,  0.004044, 0.0040435, 0.0040431, 0.0040426, 0.0040422, 0.0040418, 0.0040413, 0.0040409, 0.0040405, 0.0040401, 0.0040397, 0.0040393, 0.0040389, 0.0040385, 0.0040381, 0.0040377, 0.0040373, 0.0040368, 0.0040364, 0.0040359, 0.0040352, 0.0040348, 0.0040344,  0.004034, 0.0040336, 0.0040333, 0.0040329, 0.0040326, 0.0040323,  0.004032, 0.0040316, 0.0040313,  0.004031, 0.0040307, 0.0040304, 0.0040301, 0.0040297, 0.0040294, 0.0040291, 0.0040289, 0.0040286, 0.0040283,  0.004028, 0.0040277, 0.0040274, 0.0040271, 0.0040269, 0.0040266, 0.0040263, 0.0040261, 0.0040258, 0.0040255, 0.0040253,  0.004025, 0.0040248, 0.0040245, 0.0040243,  0.004024, 0.0040238, 0.0040235, 0.0040233, 0.0040231, 0.0040228, 0.0040226, 0.0040224, 0.0040221, 0.0040219, 0.0040217, 0.0040215, 0.0040213, 0.0040211, 0.0040208, 0.0040206, 0.0040204, 0.0040202,   0.00402, 0.0040198, 0.0040196, 0.0040194, 0.0040192,  0.004019, 0.0040188, 0.0040186, 0.0040184,  0.004018, 0.0040178, 0.0040177, 0.0040174,  0.004017, 0.0040168, 0.0040167, 0.0040165, 0.0040163, 0.0040161,  0.004016, 0.0040158, 0.0040157, 0.0040155, 0.0040153, 0.0040152,  0.004015, 0.0040149, 0.0040147, 0.0040146, 0.0040144, 0.0040143, 0.0040142,  0.004014, 0.0040139, 0.0040137, 0.0040136, 0.0040135, 0.0040133, 0.0040132, 0.0040131, 0.0040129, 0.0040128, 0.0040127, 0.0040125, 0.0040124, 0.0040123, 0.0040122,  0.004012, 0.0040119, 0.0040118, 0.0040117, 0.0040116, 0.0040114, 0.0040113, 0.0040112, 0.0040111,  0.004011, 0.0040109, 0.0040108, 0.0040107, 0.0040106, 0.0040105, 0.0040104, 0.0040102, 0.0040101,   0.00401, 0.0040099, 0.0040098, 0.0040097, 0.0040097, 0.0040095, 0.0040095, 0.0040093, 0.0040092, 0.0040091, 0.0040089, 0.0040088, 0.0040087, 0.0040086, 0.0040084, 0.0040083, 0.0040082, 0.0040081,  0.004008, 0.0040079, 0.0040079, 0.0040078, 0.0040077, 0.0040076, 0.0040075, 0.0040075, 0.0040074, 0.0040073, 0.0040072, 0.0040072, 0.0040071,  0.004007,  0.004007, 0.0040069, 0.0040068, 0.0040068, 0.0040067, 0.0040066, 0.0040066, 0.0040065, 0.0040064, 0.0040064, 0.0040063, 0.0040062, 0.0040062, 0.0040061,  0.004006,  0.004006, 0.0040059, 0.0040059, 0.0040058, 0.0040057, 0.0040057, 0.0040056, 0.0040056, 0.0040055, 0.0040055, 0.0040054, 0.0040054, 0.0040053, 0.0040053, 0.0040052, 0.0040051, 0.0040051,  0.004005,  0.004005, 0.0040049, 0.0040049, 0.0040048, 0.0040048, 0.0040048, 0.0040047, 0.0040046, 0.0040046, 0.0040045, 0.0040044, 0.0040044, 0.0040043, 0.0040043, 0.0040043, 0.0040042, 0.0040042, 0.0040041, 0.0040041,  0.004004,  0.004004,  0.004004, 0.0040039, 0.0040039, 0.0040039, 0.0040038, 0.0040038, 0.0040037, 0.0040037, 0.0040037, 0.0040036, 0.0040036, 0.0040036, 0.0040035, 0.0040035, 0.0040034, 0.0040034, 0.0040034, 0.0040033, 0.0040033, 0.0040033, 0.0040032, 0.0040032, 0.0040032, 0.0040032, 0.0040031, 0.0040031, 0.0040031,  0.004003,  0.004003,  0.004003, 0.0040029, 0.0040029, 0.0040029, 0.0040029, 0.0040028, 0.0040028, 0.0040028, 0.0040027, 0.0040027, 0.0040027, 0.0040027, 0.0040026, 0.0040026, 0.0040026, 0.0040026, 0.0040025, 0.0040025, 0.0040025, 0.0040025, 0.0040024, 0.0040024, 0.0040024, 0.0040024, 0.0040023, 0.0040023, 0.0040023, 0.0040022, 0.0040022, 0.0040022, 0.0040021, 0.0040021, 0.0040021, 0.0040021,  0.004002,  0.004002
         3;  0.0000;   3;     22;  0.0898;   98.8;   98.0;  1.20e-02; 3.61e-44;      0.25,  0.21798,  0.18594,  0.15464,  0.12423, 0.095014,  0.06761, 0.043413,  0.02557, 0.018822, 0.016764, 0.016373, 0.015786, 0.015202, 0.014623, 0.014051, 0.013496, 0.012973,  0.01251, 0.012157, 0.012002,    0.012
         3;  0.0000;   7;   1375;  0.0396;   98.0;   98.4;  1.48e-02; 9.37e-03;   0.01745,  0.03656, 0.027766, 0.019323, 0.022754, 0.023035, 0.021443, 0.024521, 0.025464, 0.022572, 0.021597
