num_target;      la; isd;  niter;     tex; tr_acc; te_acc;        L*;  ||g*||; Lk
         1;  0.0100;   1;     41; 15.3515;  100.0;  100.0;  2.66e-02; 9.47e-07;      0.25,  0.14594, 0.061906, 0.028849, 0.027561, 0.026928, 0.026777, 0.026703, 0.026654, 0.026649, 0.026643,  0.02664, 0.026638, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026637, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636, 0.026636
         1;  0.0000;   3;   1000; 290.4296;  100.0;  100.0;  5.74e-05; 2.27e-05;        0.25,    0.14532,   0.058972,    0.00803, 0.00013878, 9.4973e-05, 6.4246e-05, 6.4242e-05, 6.4239e-05, 6.4233e-05, 6.4226e-05, 6.4219e-05, 6.4212e-05, 6.4205e-05, 6.4199e-05, 6.4192e-05, 6.4185e-05, 6.4178e-05, 6.4171e-05, 6.4164e-05, 6.4157e-05,  6.415e-05, 6.4144e-05, 6.4137e-05,  6.413e-05, 6.4123e-05, 6.4116e-05, 6.4109e-05, 6.4102e-05, 6.4095e-05, 6.4089e-05, 6.4082e-05, 6.4075e-05, 6.4068e-05, 6.4061e-05, 6.4054e-05, 6.4047e-05,  6.404e-05, 6.4034e-05, 6.4027e-05,  6.402e-05, 6.4013e-05, 6.4006e-05, 6.3999e-05, 6.3992e-05, 6.3985e-05, 6.3978e-05, 6.3972e-05, 6.3965e-05, 6.3958e-05, 6.3951e-05, 6.3944e-05, 6.3937e-05,  6.393e-05, 6.3923e-05, 6.3917e-05,  6.391e-05, 6.3903e-05, 6.3896e-05, 6.3889e-05, 6.3882e-05, 6.3875e-05, 6.3868e-05, 6.3862e-05, 6.3855e-05, 6.3848e-05, 6.3841e-05, 6.3834e-05, 6.3827e-05,  6.382e-05, 6.3813e-05, 6.3807e-05,   6.38e-05, 6.3793e-05, 6.3786e-05, 6.3779e-05, 6.3772e-05, 6.3765e-05, 6.3758e-05, 6.3752e-05, 6.3745e-05, 6.3738e-05, 6.3731e-05, 6.3724e-05, 6.3717e-05,  6.371e-05, 6.3703e-05, 6.3697e-05,  6.369e-05, 6.3683e-05, 6.3676e-05, 6.3669e-05, 6.3662e-05, 6.3655e-05, 6.3648e-05, 6.3642e-05, 6.3635e-05, 6.3628e-05, 6.3621e-05, 6.3614e-05, 6.3607e-05,   6.36e-05, 6.3593e-05, 6.3587e-05,  6.358e-05, 6.3573e-05, 6.3566e-05, 6.3559e-05, 6.3552e-05, 6.3545e-05, 6.3538e-05, 6.3532e-05, 6.3525e-05, 6.3518e-05, 6.3511e-05, 6.3504e-05, 6.3497e-05,  6.349e-05, 6.3483e-05, 6.3476e-05,  6.347e-05, 6.3463e-05, 6.3456e-05, 6.3449e-05, 6.3442e-05, 6.3435e-05, 6.3428e-05, 6.3421e-05, 6.3415e-05, 6.3408e-05, 6.3401e-05, 6.3394e-05, 6.3387e-05,  6.338e-05, 6.3373e-05, 6.3366e-05,  6.336e-05, 6.3353e-05, 6.3346e-05, 6.3339e-05, 6.3332e-05, 6.3325e-05, 6.3318e-05, 6.3311e-05, 6.3305e-05, 6.3298e-05, 6.3291e-05, 6.3284e-05, 6.3277e-05,  6.327e-05, 6.3263e-05, 6.3256e-05,  6.325e-05, 6.3243e-05, 6.3236e-05, 6.3229e-05, 6.3222e-05, 6.3215e-05, 6.3208e-05, 6.3201e-05, 6.3195e-05, 6.3188e-05, 6.3181e-05, 6.3174e-05, 6.3167e-05,  6.316e-05, 6.3153e-05, 6.3146e-05,  6.314e-05, 6.3133e-05, 6.3126e-05, 6.3119e-05, 6.3112e-05, 6.3105e-05, 6.3098e-05, 6.3091e-05, 6.3085e-05, 6.3078e-05, 6.3071e-05, 6.3064e-05, 6.3057e-05,  6.305e-05, 6.3043e-05, 6.3036e-05,  6.303e-05, 6.3023e-05, 6.3016e-05, 6.3009e-05, 6.3002e-05, 6.2995e-05, 6.2988e-05, 6.2981e-05, 6.2974e-05, 6.2968e-05, 6.2961e-05, 6.2954e-05, 6.2947e-05,  6.294e-05, 6.2933e-05, 6.2926e-05, 6.2919e-05, 6.2913e-05, 6.2906e-05, 6.2899e-05, 6.2892e-05, 6.2885e-05, 6.2878e-05, 6.2871e-05, 6.2864e-05, 6.2858e-05, 6.2851e-05, 6.2844e-05, 6.2837e-05,  6.283e-05, 6.2823e-05, 6.2816e-05, 6.2809e-05, 6.2803e-05, 6.2796e-05, 6.2789e-05, 6.2782e-05, 6.2775e-05, 6.2768e-05, 6.2761e-05, 6.2754e-05, 6.2748e-05, 6.2741e-05, 6.2734e-05, 6.2727e-05,  6.272e-05, 6.2713e-05, 6.2706e-05, 6.2699e-05, 6.2693e-05, 6.2686e-05, 6.2679e-05, 6.2672e-05, 6.2665e-05, 6.2658e-05, 6.2651e-05, 6.2644e-05, 6.2638e-05, 6.2631e-05, 6.2624e-05, 6.2617e-05,  6.261e-05, 6.2603e-05, 6.2596e-05, 6.2589e-05, 6.2583e-05, 6.2576e-05, 6.2569e-05, 6.2562e-05, 6.2555e-05, 6.2548e-05, 6.2541e-05, 6.2534e-05, 6.2528e-05, 6.2521e-05, 6.2514e-05, 6.2507e-05,   6.25e-05, 6.2493e-05, 6.2486e-05, 6.2479e-05, 6.2472e-05, 6.2466e-05, 6.2459e-05, 6.2452e-05, 6.2445e-05, 6.2438e-05, 6.2431e-05, 6.2424e-05, 6.2417e-05, 6.2411e-05, 6.2404e-05, 6.2397e-05,  6.239e-05, 6.2383e-05, 6.2376e-05, 6.2369e-05, 6.2362e-05, 6.2356e-05, 6.2349e-05, 6.2342e-05, 6.2335e-05, 6.2328e-05, 6.2321e-05, 6.2314e-05, 6.2307e-05, 6.2301e-05, 6.2294e-05, 6.2287e-05,  6.228e-05, 6.2273e-05, 6.2266e-05, 6.2259e-05, 6.2252e-05, 6.2246e-05, 6.2239e-05, 6.2232e-05, 6.2225e-05, 6.2218e-05, 6.2211e-05, 6.2204e-05, 6.2197e-05, 6.2191e-05, 6.2184e-05, 6.2177e-05,  6.217e-05, 6.2163e-05, 6.2156e-05, 6.2149e-05, 6.2142e-05, 6.2136e-05, 6.2129e-05, 6.2122e-05, 6.2115e-05, 6.2108e-05, 6.2101e-05, 6.2094e-05, 6.2087e-05, 6.2081e-05, 6.2074e-05, 6.2067e-05,  6.206e-05, 6.2053e-05, 6.2046e-05, 6.2039e-05, 6.2032e-05, 6.2026e-05, 6.2019e-05, 6.2012e-05, 6.2005e-05, 6.1998e-05, 6.1991e-05, 6.1984e-05, 6.1977e-05, 6.1971e-05, 6.1964e-05, 6.1957e-05,  6.195e-05, 6.1943e-05, 6.1936e-05, 6.1929e-05, 6.1922e-05, 6.1915e-05, 6.1909e-05, 6.1902e-05, 6.1895e-05, 6.1888e-05, 6.1881e-05, 6.1874e-05, 6.1867e-05,  6.186e-05, 6.1854e-05, 6.1847e-05,  6.184e-05, 6.1833e-05, 6.1826e-05, 6.1819e-05, 6.1812e-05, 6.1805e-05, 6.1799e-05, 6.1792e-05, 6.1785e-05, 6.1778e-05, 6.1771e-05, 6.1764e-05, 6.1757e-05,  6.175e-05, 6.1744e-05, 6.1737e-05,  6.173e-05, 6.1723e-05, 6.1716e-05, 6.1709e-05, 6.1702e-05, 6.1695e-05, 6.1689e-05, 6.1682e-05, 6.1675e-05, 6.1668e-05, 6.1661e-05, 6.1654e-05, 6.1647e-05,  6.164e-05, 6.1634e-05, 6.1627e-05,  6.162e-05, 6.1613e-05, 6.1606e-05, 6.1599e-05, 6.1592e-05, 6.1585e-05, 6.1579e-05, 6.1572e-05, 6.1565e-05, 6.1558e-05, 6.1551e-05, 6.1544e-05, 6.1537e-05,  6.153e-05, 6.1524e-05, 6.1517e-05,  6.151e-05, 6.1503e-05, 6.1496e-05, 6.1489e-05, 6.1482e-05, 6.1475e-05, 6.1469e-05, 6.1462e-05, 6.1455e-05, 6.1448e-05, 6.1441e-05, 6.1434e-05, 6.1427e-05,  6.142e-05, 6.1414e-05, 6.1407e-05,   6.14e-05, 6.1393e-05, 6.1386e-05, 6.1379e-05, 6.1372e-05, 6.1365e-05, 6.1358e-05, 6.1352e-05, 6.1345e-05, 6.1338e-05, 6.1331e-05, 6.1324e-05, 6.1317e-05,  6.131e-05, 6.1303e-05, 6.1297e-05,  6.129e-05, 6.1283e-05, 6.1276e-05, 6.1269e-05, 6.1262e-05, 6.1255e-05, 6.1248e-05, 6.1242e-05, 6.1235e-05, 6.1228e-05, 6.1221e-05, 6.1214e-05, 6.1207e-05,   6.12e-05, 6.1193e-05, 6.1187e-05,  6.118e-05, 6.1173e-05, 6.1166e-05, 6.1159e-05, 6.1152e-05, 6.1145e-05, 6.1138e-05, 6.1132e-05, 6.1125e-05, 6.1118e-05, 6.1111e-05, 6.1104e-05, 6.1097e-05,  6.109e-05, 6.1083e-05, 6.1077e-05,  6.107e-05, 6.1063e-05, 6.1056e-05, 6.1049e-05, 6.1042e-05, 6.1035e-05, 6.1028e-05, 6.1022e-05, 6.1015e-05, 6.1008e-05, 6.1001e-05, 6.0994e-05, 6.0987e-05,  6.098e-05, 6.0973e-05, 6.0967e-05,  6.096e-05, 6.0953e-05, 6.0946e-05, 6.0939e-05, 6.0932e-05, 6.0925e-05, 6.0918e-05, 6.0912e-05, 6.0905e-05, 6.0898e-05, 6.0891e-05, 6.0884e-05, 6.0877e-05,  6.087e-05, 6.0863e-05, 6.0857e-05,  6.085e-05, 6.0843e-05, 6.0836e-05, 6.0829e-05, 6.0822e-05, 6.0815e-05, 6.0808e-05, 6.0801e-05, 6.0795e-05, 6.0788e-05, 6.0781e-05, 6.0774e-05, 6.0767e-05,  6.076e-05, 6.0753e-05, 6.0746e-05,  6.074e-05, 6.0733e-05, 6.0726e-05, 6.0719e-05, 6.0712e-05, 6.0705e-05, 6.0698e-05, 6.0691e-05, 6.0685e-05, 6.0678e-05, 6.0671e-05, 6.0664e-05, 6.0657e-05,  6.065e-05, 6.0643e-05, 6.0636e-05,  6.063e-05, 6.0623e-05, 6.0616e-05, 6.0609e-05, 6.0602e-05, 6.0595e-05, 6.0588e-05, 6.0581e-05, 6.0575e-05, 6.0568e-05, 6.0561e-05, 6.0554e-05, 6.0547e-05,  6.054e-05, 6.0533e-05, 6.0526e-05,  6.052e-05, 6.0513e-05, 6.0506e-05, 6.0499e-05, 6.0492e-05, 6.0485e-05, 6.0478e-05, 6.0471e-05, 6.0465e-05, 6.0458e-05, 6.0451e-05, 6.0444e-05, 6.0437e-05,  6.043e-05, 6.0423e-05, 6.0416e-05,  6.041e-05, 6.0403e-05, 6.0396e-05, 6.0389e-05, 6.0382e-05, 6.0375e-05, 6.0368e-05, 6.0361e-05, 6.0355e-05, 6.0348e-05, 6.0341e-05, 6.0334e-05, 6.0327e-05,  6.032e-05, 6.0313e-05, 6.0306e-05,   6.03e-05, 6.0293e-05, 6.0286e-05, 6.0279e-05, 6.0272e-05, 6.0265e-05, 6.0258e-05, 6.0251e-05, 6.0245e-05, 6.0238e-05, 6.0231e-05, 6.0224e-05, 6.0217e-05,  6.021e-05, 6.0203e-05, 6.0196e-05,  6.019e-05, 6.0183e-05, 6.0176e-05, 6.0169e-05, 6.0162e-05, 6.0155e-05, 6.0148e-05, 6.0141e-05, 6.0134e-05, 6.0128e-05, 6.0121e-05, 6.0114e-05, 6.0107e-05,   6.01e-05, 6.0093e-05, 6.0086e-05, 6.0079e-05, 6.0073e-05, 6.0066e-05, 6.0059e-05, 6.0052e-05, 6.0045e-05, 6.0038e-05, 6.0031e-05, 6.0024e-05, 6.0018e-05, 6.0011e-05, 6.0004e-05, 5.9997e-05,  5.999e-05, 5.9983e-05, 5.9976e-05, 5.9969e-05, 5.9963e-05, 5.9956e-05, 5.9949e-05, 5.9942e-05, 5.9935e-05, 5.9928e-05, 5.9921e-05, 5.9914e-05, 5.9908e-05, 5.9901e-05, 5.9894e-05, 5.9887e-05,  5.988e-05, 5.9873e-05, 5.9866e-05, 5.9859e-05, 5.9853e-05, 5.9846e-05, 5.9839e-05, 5.9832e-05, 5.9825e-05, 5.9818e-05, 5.9811e-05, 5.9804e-05, 5.9798e-05, 5.9791e-05, 5.9784e-05, 5.9777e-05,  5.977e-05, 5.9763e-05, 5.9756e-05, 5.9749e-05, 5.9743e-05, 5.9736e-05, 5.9729e-05, 5.9722e-05, 5.9715e-05, 5.9708e-05, 5.9701e-05, 5.9694e-05, 5.9688e-05, 5.9681e-05, 5.9674e-05, 5.9667e-05,  5.966e-05, 5.9653e-05, 5.9646e-05, 5.9639e-05, 5.9633e-05, 5.9626e-05, 5.9619e-05, 5.9612e-05, 5.9605e-05, 5.9598e-05, 5.9591e-05, 5.9584e-05, 5.9578e-05, 5.9571e-05, 5.9564e-05, 5.9557e-05,  5.955e-05, 5.9543e-05, 5.9536e-05, 5.9529e-05, 5.9523e-05, 5.9516e-05, 5.9509e-05, 5.9502e-05, 5.9495e-05, 5.9488e-05, 5.9481e-05, 5.9474e-05, 5.9468e-05, 5.9461e-05, 5.9454e-05, 5.9447e-05,  5.944e-05, 5.9433e-05, 5.9426e-05, 5.9419e-05, 5.9412e-05, 5.9406e-05, 5.9399e-05, 5.9392e-05, 5.9385e-05, 5.9378e-05, 5.9371e-05, 5.9364e-05, 5.9357e-05, 5.9351e-05, 5.9344e-05, 5.9337e-05,  5.933e-05, 5.9323e-05, 5.9316e-05, 5.9309e-05, 5.9302e-05, 5.9296e-05, 5.9289e-05, 5.9282e-05, 5.9275e-05, 5.9268e-05, 5.9261e-05, 5.9254e-05, 5.9247e-05, 5.9241e-05, 5.9234e-05, 5.9227e-05,  5.922e-05, 5.9213e-05, 5.9206e-05, 5.9199e-05, 5.9192e-05, 5.9186e-05, 5.9179e-05, 5.9172e-05, 5.9165e-05, 5.9158e-05, 5.9151e-05, 5.9144e-05, 5.9137e-05, 5.9131e-05, 5.9124e-05, 5.9117e-05,  5.911e-05, 5.9103e-05, 5.9096e-05, 5.9089e-05, 5.9082e-05, 5.9076e-05, 5.9069e-05, 5.9062e-05, 5.9055e-05, 5.9048e-05, 5.9041e-05, 5.9034e-05, 5.9027e-05, 5.9021e-05, 5.9014e-05, 5.9007e-05,    5.9e-05, 5.8993e-05, 5.8986e-05, 5.8979e-05, 5.8972e-05, 5.8966e-05, 5.8959e-05, 5.8952e-05, 5.8945e-05, 5.8938e-05, 5.8931e-05, 5.8924e-05, 5.8917e-05, 5.8911e-05, 5.8904e-05, 5.8897e-05,  5.889e-05, 5.8883e-05, 5.8876e-05, 5.8869e-05, 5.8862e-05, 5.8856e-05, 5.8849e-05, 5.8842e-05, 5.8835e-05, 5.8828e-05, 5.8821e-05, 5.8814e-05, 5.8807e-05, 5.8801e-05, 5.8794e-05, 5.8787e-05,  5.878e-05, 5.8773e-05, 5.8766e-05, 5.8759e-05, 5.8752e-05, 5.8746e-05, 5.8739e-05, 5.8732e-05, 5.8725e-05, 5.8718e-05, 5.8711e-05, 5.8704e-05, 5.8697e-05, 5.8691e-05, 5.8684e-05, 5.8677e-05,  5.867e-05, 5.8663e-05, 5.8656e-05, 5.8649e-05, 5.8642e-05, 5.8636e-05, 5.8629e-05, 5.8622e-05, 5.8615e-05, 5.8608e-05, 5.8601e-05, 5.8594e-05, 5.8587e-05,  5.858e-05, 5.8574e-05, 5.8567e-05,  5.856e-05, 5.8553e-05, 5.8546e-05, 5.8539e-05, 5.8532e-05, 5.8525e-05, 5.8519e-05, 5.8512e-05, 5.8505e-05, 5.8498e-05, 5.8491e-05, 5.8484e-05, 5.8477e-05,  5.847e-05, 5.8464e-05, 5.8457e-05,  5.845e-05, 5.8443e-05, 5.8436e-05, 5.8429e-05, 5.8422e-05, 5.8415e-05, 5.8409e-05, 5.8402e-05, 5.8395e-05, 5.8388e-05, 5.8381e-05, 5.8374e-05, 5.8367e-05,  5.836e-05, 5.8354e-05, 5.8347e-05,  5.834e-05, 5.8333e-05, 5.8326e-05, 5.8319e-05, 5.8312e-05, 5.8305e-05, 5.8299e-05, 5.8292e-05, 5.8285e-05, 5.8278e-05, 5.8271e-05, 5.8264e-05, 5.8257e-05,  5.825e-05, 5.8244e-05, 5.8237e-05,  5.823e-05, 5.8223e-05, 5.8216e-05, 5.8209e-05, 5.8202e-05, 5.8195e-05, 5.8189e-05, 5.8182e-05, 5.8175e-05, 5.8168e-05, 5.8161e-05, 5.8154e-05, 5.8147e-05,  5.814e-05, 5.8134e-05, 5.8127e-05,  5.812e-05, 5.8113e-05, 5.8106e-05, 5.8099e-05, 5.8092e-05, 5.8085e-05, 5.8079e-05, 5.8072e-05, 5.8065e-05, 5.8058e-05, 5.8051e-05, 5.8044e-05, 5.8037e-05,  5.803e-05, 5.8024e-05, 5.8017e-05,  5.801e-05, 5.8003e-05, 5.7996e-05, 5.7989e-05, 5.7982e-05, 5.7975e-05, 5.7969e-05, 5.7962e-05, 5.7955e-05, 5.7948e-05, 5.7941e-05, 5.7934e-05, 5.7927e-05,  5.792e-05, 5.7914e-05, 5.7907e-05,   5.79e-05, 5.7893e-05, 5.7886e-05, 5.7879e-05, 5.7872e-05, 5.7865e-05, 5.7859e-05, 5.7852e-05, 5.7845e-05, 5.7838e-05, 5.7831e-05, 5.7824e-05, 5.7817e-05,  5.781e-05, 5.7804e-05, 5.7797e-05,  5.779e-05, 5.7783e-05, 5.7776e-05, 5.7769e-05, 5.7762e-05, 5.7755e-05, 5.7749e-05, 5.7742e-05, 5.7735e-05, 5.7728e-05, 5.7721e-05, 5.7714e-05, 5.7707e-05,   5.77e-05, 5.7694e-05, 5.7687e-05,  5.768e-05, 5.7673e-05, 5.7666e-05, 5.7659e-05, 5.7652e-05, 5.7645e-05, 5.7639e-05, 5.7632e-05, 5.7625e-05, 5.7618e-05, 5.7611e-05, 5.7604e-05, 5.7597e-05,  5.759e-05, 5.7584e-05, 5.7577e-05,  5.757e-05, 5.7563e-05, 5.7556e-05, 5.7549e-05, 5.7542e-05, 5.7535e-05, 5.7529e-05, 5.7522e-05, 5.7515e-05, 5.7508e-05, 5.7501e-05, 5.7494e-05, 5.7487e-05,  5.748e-05, 5.7474e-05, 5.7467e-05,  5.746e-05, 5.7453e-05, 5.7446e-05, 5.7439e-05, 5.7432e-05, 5.7425e-05
